,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 08:57:47:753,0,14.7,0.0,34.88,41.657032,-83.606224,5.2893853,true,0,20,7.99,22.690002,-6.58,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:770,-74,14.7,0.0,34.88,41.657032,-83.60621,5.2858396,true,0,20,7.94,22.489998,-7.18,255,225,245,3,1,5,0,0.45
20170727 08:57:47:774,0,14.7,0.0,34.88,41.657032,-83.60622,5.2893853,true,0,20,7.8999996,22.620003,-6.91,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:806,-69,14.7,0.0,34.88,41.657032,-83.6062,5.2858396,true,0,20,8.02,22.46,-7.26,255,225,245,3,1,5,0,0.45
20170727 08:57:47:821,0,14.7,0.0,34.88,41.657032,-83.60621,5.2858396,true,0,20,8.0199995,22.520004,-7.14,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:869,-72,14.7,0.0,34.87,41.657036,-83.6062,5.2858396,true,0,20,8.0,22.370003,-7.36,255,225,245,3,1,5,0,0.45
20170727 08:57:47:873,0,14.7,0.0,34.88,41.657032,-83.6062,5.2858396,true,0,20,8.0199995,22.46,-7.2599998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:903,-62,14.7,0.0,34.86,41.657036,-83.60619,5.2858396,true,0,20,8.16,22.379997,-7.38,255,225,245,3,1,5,0,0.45
20170727 08:57:47:969,-61,14.7,0.0,34.86,41.657036,-83.60619,5.3041115,true,0,20,8.13,22.32,-7.26,255,225,245,3,1,5,0,0.45
20170727 08:57:48:002,-62,14.7,0.0,34.86,41.657036,-83.60619,5.3041115,true,0,20,8.15,22.309998,-7.17,255,225,245,3,1,5,0,0.45
20170727 08:57:48:071,-64,14.7,0.0,34.85,41.657036,-83.60619,5.3041115,true,0,20,8.13,22.269997,-7.02,255,225,245,3,1,5,0,0.45
20170727 08:57:48:106,0,14.7,0.0,34.86,41.657036,-83.60619,5.3041115,true,0,20,8.19,22.410004,-7.35,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:119,0,14.7,0.0,34.85,41.657036,-83.60619,5.3041115,true,0,20,8.15,22.310005,-7.17,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:177,-64,14.7,0.0,34.85,41.657036,-83.606186,5.31875,true,0,20,8.11,22.32,-6.55,255,225,245,3,1,5,0,0.45
20170727 08:57:48:239,-75,14.7,0.0,34.86,41.657036,-83.60618,5.31875,true,0,20,8.21,22.349998,-6.43,255,225,245,3,1,5,0,0.45
20170727 08:57:48:287,0,14.7,0.0,34.85,41.657036,-83.606186,5.31875,true,0,20,8.17,22.279999,-6.89,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:291,-63,14.7,0.0,34.86,41.657036,-83.60618,5.31875,true,0,20,8.08,22.43,-6.42,255,225,245,3,1,5,0,0.45
20170727 08:57:48:304,0,14.7,0.0,34.86,41.657036,-83.60618,5.31875,true,0,20,8.139999,22.310005,-6.52,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:359,-61,14.7,0.0,34.86,41.657036,-83.60617,5.329109,true,0,20,8.06,22.449997,-6.49,255,225,245,3,1,5,0,0.45
20170727 08:57:48:400,-75,14.7,0.0,34.86,41.657036,-83.60616,5.329109,true,0,20,7.95,22.519997,-6.61,255,225,245,3,1,5,0,0.45
20170727 08:57:48:458,-72,14.7,0.0,34.87,41.657036,-83.60616,5.329109,true,0,20,7.94,22.419998,-6.83,255,225,245,3,1,5,0,0.45
20170727 08:57:48:492,0,14.7,0.0,34.86,41.657036,-83.60617,5.329108,true,0,20,8.11,22.400002,-6.46,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:505,-58,14.7,0.0,34.86,41.657036,-83.606155,5.329109,true,0,20,7.95,22.440002,-6.94,255,225,245,3,1,5,0,0.45
20170727 08:57:48:567,-59,14.7,0.0,34.86,41.657036,-83.606155,5.299387,true,0,20,8.0,22.46,-7.11,255,225,245,3,1,5,0,0.45
20170727 08:57:48:600,-69,14.7,0.0,34.86,41.657036,-83.60615,5.299387,true,0,20,8.03,22.46,-7.2,255,225,245,3,1,5,0,0.45
20170727 08:57:48:633,0,14.7,0.0,34.86,41.657036,-83.606155,5.299387,true,0,20,7.93,22.46,-7.0099998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:668,-59,14.7,0.0,34.85,41.657036,-83.60615,5.299387,true,0,20,8.0,22.46,-7.25,255,225,245,3,1,5,0,0.45
20170727 08:57:48:701,-66,14.7,0.0,34.85,41.657036,-83.60615,5.299387,true,0,20,8.07,22.449997,-7.23,255,225,245,3,1,5,0,0.45
20170727 08:57:48:736,0,14.7,0.0,34.86,41.657036,-83.60615,5.299387,true,0,20,8.03,22.46,-7.2,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:768,-58,14.7,0.0,34.85,41.657036,-83.60615,5.402749,true,0,20,8.04,22.5,-7.22,255,225,245,3,1,5,0,0.45
20170727 08:57:48:800,-58,14.7,0.0,34.85,41.65704,-83.60614,5.402749,true,0,20,7.92,22.480003,-7.2,255,225,245,3,1,5,0,0.45
20170727 08:57:48:860,-64,14.7,0.0,34.84,41.65704,-83.60614,5.402749,true,0,20,7.89,22.559998,-7.16,255,225,245,3,1,5,0,0.45
20170727 08:57:48:884,0,14.7,0.0,34.85,41.657036,-83.60615,5.402749,true,0,20,8.05,22.46,-7.21,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:901,0,14.7,0.0,34.85,41.65704,-83.60614,5.402749,true,0,20,7.9199996,22.480003,-7.2,255,225,245,3,1,5,0,0.45000002
20170727 08:57:48:906,-69,14.7,0.0,34.84,41.65704,-83.60613,5.402749,true,0,20,7.88,22.61,-7.09,255,225,245,3,1,5,0,0.45
20170727 08:57:48:962,-58,14.7,0.0,34.84,41.65704,-83.60613,5.299226,true,0,20,7.91,22.61,-6.99,255,225,245,3,1,5,0,0.45
20170727 08:57:49:003,-58,14.7,0.0,34.84,41.65704,-83.606125,5.299226,true,0,20,7.92,22.599998,-6.95,255,225,245,3,1,5,0,0.45
20170727 08:57:49:020,0,14.7,0.0,34.84,41.65704,-83.60613,5.299226,true,0,20,7.87,22.61,-7.04,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:060,-59,14.7,0.0,34.84,41.65704,-83.606125,5.299226,true,0,20,8.0,22.650002,-6.89,255,225,245,3,1,5,0,0.45
20170727 08:57:49:098,0,14.7,0.0,34.84,41.65704,-83.606125,5.299226,true,0,20,7.9199996,22.599998,-6.95,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:118,-59,14.7,0.0,34.83,41.65704,-83.60612,5.299226,true,0,20,7.98,22.64,-6.79,255,225,245,3,1,5,0,0.45
20170727 08:57:49:161,-57,14.7,0.0,34.83,41.65704,-83.60612,5.2978206,true,0,20,8.16,22.720001,-6.72,255,225,245,3,1,5,0,0.45
20170727 08:57:49:201,-66,14.7,0.0,34.82,41.657043,-83.60611,5.2978206,true,0,20,8.18,22.739998,-6.66,255,225,245,3,1,5,0,0.45
20170727 08:57:49:265,-58,14.7,0.0,34.82,41.657043,-83.60611,5.2978206,true,0,20,8.17,22.730003,-6.68,255,225,245,3,1,5,0,0.45
20170727 08:57:49:294,0,14.7,0.0,34.829998,41.65704,-83.60612,5.2978206,true,0,20,8.0199995,22.650002,-6.74,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:304,-63,14.7,0.0,34.82,41.657043,-83.60611,5.2978206,true,0,20,8.13,22.699997,-6.68,255,225,245,3,1,5,0,0.45
20170727 08:57:49:308,0,14.7,0.0,34.82,41.657043,-83.60611,5.2978206,true,0,20,8.179999,22.739998,-6.66,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:365,-63,14.7,0.0,34.82,41.657043,-83.60611,5.324603,true,0,20,8.25,22.720001,-6.81,255,225,245,3,1,5,0,0.45
20170727 08:57:49:399,-60,14.7,0.0,34.81,41.657043,-83.6061,5.324603,true,0,20,8.18,22.730003,-6.87,255,225,245,3,1,5,0,0.45
20170727 08:57:49:459,-62,14.7,0.0,34.81,41.657043,-83.6061,5.324603,true,0,20,7.96,22.690002,-6.98,255,225,245,3,1,5,0,0.45
20170727 08:57:49:469,0,14.7,0.0,34.82,41.657043,-83.60611,5.324603,true,0,20,8.22,22.720001,-6.7,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:500,0,14.7,0.0,34.809998,41.657043,-83.6061,5.324603,true,0,20,8.179999,22.730003,-6.87,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:504,-60,14.7,0.0,34.81,41.657043,-83.606094,5.3770256,true,0,20,7.91,22.660004,-7.0,255,225,245,3,1,5,0,0.45
20170727 08:57:49:565,-62,14.7,0.0,34.81,41.657043,-83.606094,5.3936725,true,0,20,7.9,22.64,-7.11,255,225,245,3,1,5,0,0.45
20170727 08:57:49:614,-59,14.7,0.0,34.81,41.657043,-83.60609,5.3936725,true,0,20,7.83,22.660004,-7.21,255,225,245,3,1,5,0,0.45
20170727 08:57:49:660,-64,14.7,0.0,34.81,41.657047,-83.60609,5.3936725,true,0,20,7.71,22.480003,-7.21,255,225,245,3,1,5,0,0.45
20170727 08:57:49:701,-62,14.7,0.0,34.81,41.657047,-83.60608,5.3936725,true,0,20,7.74,22.519997,-7.09,255,225,245,3,1,5,0,0.45
20170727 08:57:49:732,0,14.7,0.0,34.809998,41.657043,-83.606094,5.393672,true,0,20,7.91,22.660004,-7.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:737,0,14.7,0.0,34.809998,41.657043,-83.60609,5.393672,true,0,20,7.83,22.660004,-7.21,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:760,-62,14.7,0.0,34.81,41.657047,-83.60608,5.3752303,true,0,20,7.78,22.400002,-6.85,255,225,245,3,1,5,0,0.45
20170727 08:57:49:814,-68,14.7,0.0,34.81,41.657047,-83.60607,5.3752303,true,0,20,7.96,22.410004,-6.79,255,225,245,3,1,5,0,0.45
20170727 08:57:49:833,0,14.7,0.0,34.809998,41.657047,-83.60608,5.3752303,true,0,20,7.75,22.5,-7.02,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:857,0,14.7,0.0,34.809998,41.657047,-83.60607,5.3752303,true,0,20,7.96,22.410004,-6.79,255,225,245,3,1,5,0,0.45000002
20170727 08:57:49:861,-64,14.7,0.0,34.81,41.657047,-83.60607,5.3752303,true,0,20,8.15,22.470001,-6.78,255,225,245,3,1,5,0,0.45
20170727 08:57:49:899,-63,14.7,0.0,34.81,41.657047,-83.60607,5.3752303,true,0,20,8.19,22.400002,-6.78,255,225,245,3,1,5,0,0.45
20170727 08:57:50:061,-66,14.7,0.0,34.8,41.657047,-83.60607,5.38288,true,0,20,8.21,22.239998,-6.86,255,225,245,3,1,5,0,0.45
20170727 08:57:50:085,0,14.7,0.0,34.809998,41.657047,-83.60607,5.3828797,true,0,20,8.21,22.340004,-6.79,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:117,0,14.7,0.0,34.8,41.657047,-83.606064,5.3828797,true,0,20,8.21,22.29,-6.93,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:197,-68,14.7,0.0,34.8,41.65705,-83.60606,5.3811245,true,0,20,8.21,22.25,-6.44,255,225,245,3,1,5,0,0.45
20170727 08:57:50:241,-63,14.7,0.0,34.79,41.65705,-83.60605,5.3811245,true,0,20,8.14,22.309998,-6.38,255,225,245,3,1,5,0,0.45
20170727 08:57:50:279,0,14.7,0.0,34.8,41.65705,-83.60606,5.381124,true,0,20,8.24,22.310005,-6.6499996,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:284,0,14.7,0.0,34.79,41.65705,-83.60605,5.381124,true,0,20,8.21,22.279999,-6.3999996,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:297,-61,14.7,0.0,34.79,41.65705,-83.60605,5.3811245,true,0,20,8.11,22.279999,-6.37,255,225,245,3,1,5,0,0.45
20170727 08:57:50:329,-66,14.7,0.0,34.8,41.65705,-83.60604,5.4305615,true,0,20,8.17,22.309998,-6.34,255,225,245,3,1,5,0,0.45
20170727 08:57:50:382,-61,14.7,0.0,34.8,41.65705,-83.60604,5.4340224,true,0,20,7.98,22.32,-5.89,255,225,245,3,1,5,0,0.45
20170727 08:57:50:443,-61,14.7,0.0,34.79,41.65705,-83.60603,5.4340224,true,0,20,7.47,22.279999,-4.52,255,225,245,3,1,5,0,0.45
20170727 08:57:50:481,0,14.7,0.0,34.8,41.65705,-83.60604,5.4340224,true,0,20,8.17,22.310005,-6.3399997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:488,-63,14.7,0.0,34.79,41.657055,-83.60603,5.4340224,true,0,20,6.86,22.300003,-3.38,255,225,245,3,1,5,0,0.45
20170727 08:57:50:545,-58,14.7,0.0,34.79,41.657055,-83.60603,5.41533,true,0,20,6.06,22.32,-2.26,255,225,245,3,1,5,0,0.45
20170727 08:57:50:580,-62,14.7,0.0,34.8,41.657055,-83.60603,5.398685,true,0,20,4.43,22.330002,-0.92,255,225,245,3,1,5,0,0.45
20170727 08:57:50:612,0,14.7,0.0,34.79,41.657055,-83.60603,5.398685,true,0,20,6.06,22.32,-2.26,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:644,-62,14.7,0.0,34.8,41.657055,-83.606026,5.398685,true,0,20,3.67,22.419998,-0.64,255,225,245,3,1,5,0,0.45
20170727 08:57:50:681,-57,14.7,0.0,34.8,41.657055,-83.606026,5.398685,true,0,20,3.46,22.419998,-0.86,255,225,245,3,1,5,0,0.45
20170727 08:57:50:750,0,14.7,0.0,34.8,41.657055,-83.606026,5.398685,true,0,20,4.1,22.340004,-0.71,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:765,-63,14.7,0.0,34.79,41.657055,-83.60602,5.270616,true,0,20,2.67,22.419998,-1.18,255,225,245,3,1,5,0,0.45
20170727 08:57:50:801,-66,14.7,0.0,34.78,41.657055,-83.60602,5.259781,true,0,20,1.77,22.419998,-1.08,255,225,245,3,1,5,0,0.45
20170727 08:57:50:862,-65,14.7,0.0,34.78,41.657055,-83.60601,5.259781,true,0,20,0.04,22.43,-0.62,255,225,245,3,1,5,0,0.45
20170727 08:57:50:886,0,14.7,0.0,34.79,41.657055,-83.60602,5.259781,true,0,20,3.26,22.410004,-1.12,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:896,0,14.7,0.0,34.77,41.657055,-83.60601,5.259781,true,0,20,1.77,22.419998,-1.0799999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:50:914,-58,14.7,0.0,34.78,41.657055,-83.60601,5.259781,true,0,20,-1.43,22.489998,0.01,255,225,245,3,1,5,0,0.45
20170727 08:57:50:963,-64,14.7,0.0,34.78,41.657055,-83.606,5.1279235,true,0,20,-3.89,22.46,1.24,255,225,245,3,1,5,0,0.45
20170727 08:57:51:002,-60,14.7,0.0,34.77,41.657055,-83.606,5.1279235,true,0,20,-5.68,22.370003,2.16,255,225,245,3,1,5,0,0.45
20170727 08:57:51:028,0,14.7,0.0,34.78,41.657055,-83.606,5.1279235,true,0,20,-2.22,22.489998,0.39999998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:061,-63,14.7,0.0,34.77,41.657055,-83.605995,5.1279235,true,0,20,-8.4,22.220001,3.59,255,225,245,3,1,5,0,0.45
20170727 08:57:51:065,0,14.7,0.0,34.77,41.657055,-83.606,5.1279235,true,0,20,-5.68,22.370003,2.1599998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:114,-63,14.7,0.0,34.76,41.657055,-83.605995,5.1279235,true,0,20,-10.28,22.129997,4.46,255,225,245,3,1,5,0,0.45
20170727 08:57:51:161,-69,14.7,0.0,34.76,41.657055,-83.605995,4.6802673,true,0,20,-12.64,22.0,5.66,255,225,245,3,1,5,0,0.45
20170727 08:57:51:201,-70,14.7,0.0,34.74,41.657055,-83.605995,4.6802673,true,0,20,-13.75,21.989998,6.23,255,225,245,3,1,5,0,0.45
20170727 08:57:51:262,-70,14.7,0.0,34.73,41.657055,-83.605995,4.6802673,true,0,20,-14.89,21.93,6.99,255,225,245,3,1,5,0,0.45
20170727 08:57:51:280,0,14.7,0.0,34.76,41.657055,-83.605995,4.6802673,true,0,20,-11.179999,22.080002,4.89,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:310,0,14.7,0.0,34.739998,41.657055,-83.605995,4.6802673,true,0,20,-13.75,21.989998,6.23,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:314,-66,14.7,0.0,34.72,41.657055,-83.60599,4.6802673,true,0,20,-15.34,21.940002,7.33,255,225,245,3,1,5,0,0.45
20170727 08:57:51:366,-69,14.7,0.0,34.71,41.657055,-83.60599,4.1318035,true,0,20,-15.53,21.93,7.72,255,225,245,3,1,5,0,0.45
20170727 08:57:51:410,-69,14.7,0.0,34.7,41.657055,-83.60599,4.1318035,true,0,20,-15.57,21.900002,7.95,255,225,245,3,1,5,0,0.45
20170727 08:57:51:458,0,14.7,0.0,34.71,41.657055,-83.60599,4.1318035,true,0,20,-15.5,21.940002,7.47,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:477,-69,14.7,0.0,34.69,41.657055,-83.60598,4.1318035,true,0,20,-15.21,21.839996,8.08,255,225,245,3,1,5,0,0.45
20170727 08:57:51:496,0,14.7,0.0,34.69,41.657055,-83.60599,4.1318035,true,0,20,-15.57,21.900002,7.95,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:510,-68,14.7,0.0,34.68,41.657055,-83.60598,4.1318035,true,0,20,-14.86,21.839996,7.9,255,225,245,3,1,5,0,0.45
20170727 08:57:51:575,-70,14.7,0.0,34.67,41.65706,-83.60598,3.2734537,true,0,20,-14.18,21.839996,7.6,255,225,245,3,1,5,0,0.45
20170727 08:57:51:609,-69,14.7,0.0,34.67,41.65706,-83.60598,3.2734537,true,0,20,-13.57,21.79,7.41,255,225,245,3,1,5,0,0.45
20170727 08:57:51:664,-67,14.7,0.0,34.67,41.65706,-83.60598,3.2734537,true,0,20,-12.66,21.760002,7.2,255,225,245,3,1,5,0,0.45
20170727 08:57:51:709,-67,14.7,0.0,34.67,41.65706,-83.60597,3.2734537,true,0,20,-11.96,21.769997,7.04,255,225,245,3,1,5,0,0.45
20170727 08:57:51:763,0,14.7,0.0,34.67,41.65706,-83.60598,3.2734537,true,0,20,-14.66,21.82,7.81,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:768,0,14.7,0.0,34.67,41.65706,-83.60598,3.2734537,true,0,20,-13.57,21.79,7.41,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:773,-65,14.7,0.0,34.67,41.65706,-83.60597,2.5748398,true,0,20,-9.51,21.89,6.15,255,225,245,3,1,5,0,0.45
20170727 08:57:51:806,-63,14.7,0.0,34.68,41.65706,-83.60597,2.5748398,true,0,20,-6.38,22.089996,4.79,255,225,245,3,1,5,0,0.45
20170727 08:57:51:809,0,14.7,0.0,34.67,41.65706,-83.60597,2.5748398,true,0,20,-11.55,21.779999,6.85,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:875,-61,14.7,0.0,34.7,41.65706,-83.60597,2.5748398,true,0,20,-1.44,22.190002,2.58,255,225,245,3,1,5,0,0.45
20170727 08:57:51:879,0,14.7,0.0,34.69,41.65706,-83.60597,2.5748398,true,0,20,-6.3799996,22.090004,4.79,255,225,245,3,1,5,0,0.45000002
20170727 08:57:51:908,-62,14.7,0.0,34.7,41.65706,-83.60597,2.5748398,true,0,20,1.26,22.129997,1.45,255,225,245,3,1,5,0,0.45
20170727 08:57:51:976,-68,14.7,0.0,34.71,41.65706,-83.60597,2.0275602,true,0,20,4.27,22.190002,0.62,255,225,245,3,1,5,0,0.45
20170727 08:57:52:008,-63,14.7,0.0,34.72,41.65706,-83.60597,2.0275602,true,0,20,5.75,22.150002,0.55,255,225,245,3,1,5,0,0.45
20170727 08:57:52:076,-64,14.7,0.0,34.72,41.65706,-83.60597,2.0275602,true,0,20,7.03,22.220001,1.4,255,225,245,3,1,5,0,0.45
20170727 08:57:52:115,0,14.7,0.0,34.71,41.65706,-83.60597,2.0275602,true,0,20,2.36,22.150002,1.0699999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:121,-63,14.7,0.0,34.76,41.65706,-83.605965,2.0275602,true,0,20,7.34,22.36,2.4,255,225,245,3,1,5,0,0.45
20170727 08:57:52:125,0,14.7,0.0,34.73,41.65706,-83.605965,2.0275602,true,0,20,5.75,22.150002,0.55,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:175,-63,14.7,0.0,34.77,41.65706,-83.605965,1.7912287,true,0,20,7.26,22.480003,4.28,255,225,245,3,1,5,0,0.45
20170727 08:57:52:208,-63,14.7,0.0,34.79,41.65706,-83.605965,1.7912287,true,0,20,7.01,22.57,5.67,255,225,245,3,1,5,0,0.45
20170727 08:57:52:265,-63,14.7,0.0,34.8,41.65706,-83.605965,1.7912287,true,0,20,6.4,22.660004,7.62,255,225,245,3,1,5,0,0.45
20170727 08:57:52:279,0,14.7,0.0,34.77,41.65706,-83.605965,1.7912287,true,0,20,7.37,22.400002,2.98,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:293,0,14.7,0.0,34.79,41.65706,-83.605965,1.7912287,true,0,20,7.0099998,22.57,5.67,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:362,-63,14.7,0.0,34.81,41.65706,-83.605965,1.6736486,true,0,20,5.01,22.809998,10.09,255,225,245,3,1,5,0,0.45
20170727 08:57:52:403,-66,14.7,0.0,34.82,41.65706,-83.60596,1.6736486,true,0,20,4.36,22.86,10.84,255,225,245,3,1,5,0,0.45
20170727 08:57:52:463,-64,14.7,0.0,34.82,41.65706,-83.60596,1.6736486,true,0,20,3.34,22.910004,11.51,255,225,245,3,1,5,0,0.45
20170727 08:57:52:493,0,14.7,0.0,34.809998,41.65706,-83.605965,1.6736486,true,0,20,5.8799996,22.75,8.74,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:510,-68,14.7,0.0,34.83,41.65706,-83.60596,1.6736486,true,0,20,2.75,22.93,11.72,255,225,245,3,1,5,0,0.45
20170727 08:57:52:604,-61,14.7,0.0,34.83,41.65706,-83.60596,1.57423,true,0,20,1.47,23.029999,11.28,255,225,245,3,1,5,0,0.45
20170727 08:57:52:624,0,14.7,0.0,34.829998,41.65706,-83.60596,1.57423,true,0,20,2.51,22.950005,11.73,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:668,-61,14.7,0.0,34.84,41.65706,-83.60596,1.57423,true,0,20,1.03,23.11,10.7,255,225,245,3,1,5,0,0.45
20170727 08:57:52:706,-72,14.7,0.0,34.84,41.657055,-83.60596,1.57423,true,0,20,0.9,23.11,10.3,255,225,245,3,1,5,0,0.45
20170727 08:57:52:763,0,14.7,0.0,34.829998,41.65706,-83.60596,1.57423,true,0,20,1.4699999,23.029999,11.28,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:775,-66,14.7,0.0,34.84,41.657055,-83.60596,1.5284306,true,0,20,0.8,23.160004,9.75,255,225,245,3,1,5,0,0.45
20170727 08:57:52:807,-67,14.7,0.0,34.84,41.657055,-83.60596,1.5284306,true,0,20,0.84,23.160004,9.41,255,225,245,3,1,5,0,0.45
20170727 08:57:52:878,0,14.7,0.0,34.84,41.657055,-83.60596,1.5284305,true,0,20,0.87,23.14,10.099999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:883,0,14.7,0.0,34.85,41.657055,-83.60595,1.5284305,true,0,20,0.84,23.160004,9.41,255,225,245,3,1,5,0,0.45000002
20170727 08:57:52:906,-63,14.7,0.0,34.85,41.657055,-83.60595,1.5284306,true,0,20,0.91,23.14,8.44,255,225,245,3,1,5,0,0.45
20170727 08:57:52:967,-69,14.7,0.0,34.85,41.657055,-83.60595,1.3605146,true,0,20,0.92,23.160004,7.82,255,225,245,3,1,5,0,0.45
20170727 08:57:53:011,0,14.7,0.0,34.85,41.657055,-83.60595,1.3605146,true,0,20,0.9,23.14,8.21,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:089,-65,14.7,0.0,34.86,41.657055,-83.60595,1.3605146,true,0,20,0.95,23.150002,7.28,255,225,245,3,1,5,0,0.45
20170727 08:57:53:092,0,14.7,0.0,34.86,41.657055,-83.60595,1.3605146,true,0,20,0.91999996,23.150002,7.5699997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:125,-69,14.7,0.0,34.88,41.657055,-83.60595,1.3605146,true,0,20,0.92,23.129997,7.1,255,225,245,3,1,5,0,0.45
20170727 08:57:53:190,-65,14.7,0.0,34.89,41.657055,-83.60595,1.5248606,true,0,20,1.06,23.14,6.8,255,225,245,3,1,5,0,0.45
20170727 08:57:53:255,-64,14.7,0.0,34.89,41.65705,-83.60595,1.5248606,true,0,20,1.21,23.050003,6.83,255,225,245,3,1,5,0,0.45
20170727 08:57:53:288,0,14.7,0.0,34.88,41.657055,-83.60595,1.5248606,true,0,20,0.95,23.130005,7.0099998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:293,-68,14.7,0.0,34.89,41.65705,-83.60595,1.5248606,true,0,20,1.31,22.989998,6.9,255,225,245,3,1,5,0,0.45
20170727 08:57:53:308,0,14.7,0.0,34.89,41.65705,-83.60595,1.5248606,true,0,20,1.09,23.11,6.79,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:325,-69,14.7,0.0,34.89,41.65705,-83.60595,1.4191898,true,0,20,1.37,22.940002,6.91,255,225,245,3,1,5,0,0.45
20170727 08:57:53:389,-61,14.7,0.0,34.89,41.65705,-83.60595,1.6947272,true,0,20,1.44,22.89,6.69,255,225,245,3,1,5,0,0.45
20170727 08:57:53:467,-64,14.7,0.0,34.89,41.657047,-83.60595,1.6947272,true,0,20,1.3,22.82,6.35,255,225,245,3,1,5,0,0.45
20170727 08:57:53:492,0,14.7,0.0,34.89,41.65705,-83.60595,1.6947271,true,0,20,1.37,22.940002,6.91,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:496,0,14.7,0.0,34.89,41.657047,-83.60595,1.6947271,true,0,20,1.41,22.870003,6.6099997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:603,-69,14.7,0.0,34.9,41.657047,-83.60595,1.6285269,true,0,20,1.16,22.730003,5.69,255,225,245,3,1,5,0,0.45
20170727 08:57:53:644,-67,14.7,0.0,34.9,41.657043,-83.60595,1.8427424,true,0,20,1.12,22.669998,5.24,255,225,245,3,1,5,0,0.45
20170727 08:57:53:684,-60,14.7,0.0,34.91,41.657043,-83.60595,1.8427424,true,0,20,1.13,22.620003,4.85,255,225,245,3,1,5,0,0.45
20170727 08:57:53:740,0,14.7,0.0,34.899998,41.657047,-83.60595,1.8427424,true,0,20,1.25,22.79,6.06,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:755,-70,14.7,0.0,34.91,41.657043,-83.60595,1.9807827,true,0,20,1.1,22.550003,4.12,255,225,245,3,1,5,0,0.45
20170727 08:57:53:773,0,14.7,0.0,34.899998,41.657043,-83.60595,1.8427424,true,0,20,1.14,22.71,5.5499997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:53:789,-66,14.7,0.0,34.9,41.65704,-83.60595,1.9807827,true,0,20,0.87,22.489998,3.5,255,225,245,3,1,5,0,0.45
20170727 08:57:53:857,0,14.7,0.0,34.91,41.657043,-83.60595,1.9807826,true,0,20,1.15,22.599998,4.62,255,225,245,3,1,5,0,0.45000002
